469762049	1681064816	1660944384	0
469762051	1681064816	1660944384	0
469762052	1681064869	469762048	0
469762053	1681064929	469762048	0
469762054	1681064929	469762048	0
469762055	1681064929	469762048	0
469762056	1681064929	469762048	0
469762057	1681064929	469762048	0
469762058	1681064929	469762048	0
469762059	1681064929	469762048	0
469762060	1681064929	469762048	0
469762061	1681064929	469762048	0
469762062	1681064929	469762048	0
469762063	1681064929	469762048	0
469762064	1681595958	469762048	469762417
469762065	1681596056	469762048	0
469762066	1681596204	469762048	0
469762067	1681596204	469762048	0
469762068	1681596204	469762048	0
469762069	1681674180	469762048	469762632
469762070	1681674689	469762048	469762640
469762071	1681678276	469762048	469762664
469762072	1681678836	469762048	469762665
469762073	1682104365	469762048	469762692
