ChangeTriple:1660944385:810426576:1660944384
1660944386	919985100	-1	1660944405
1660944388	1185211953	-1	0
1660944389	1195589211	1660944384	0
1660944390	1195589306	1660944384	0
1660944391	1195589431	1660944384	0
1660944392	1195589432	1660944384	0
1660944393	1195589432	1660944384	0
1660944394	1195589433	1660944384	0
1660944395	1195589433	1660944384	0
1660944396	1195590288	1660944384	1660944460
1660944397	1199387477	1660944384	1660947380
1660944398	1199387502	1660944384	1660947380
1660944399	1199387613	1660944384	1660947380
1660944400	1199392196	1660944384	0
1660944401	1201123153	1660944384	1660947380
1660944402	1201204791	1660944384	1660947380
1660944403	1201559800	1660944384	1660947399
1660944404	1201559946	1660944384	1660947401
1660944405	1203464503	1660944384	1660947404
1660944406	1223643095	1660944384	0
1660944407	1223643095	1660944384	0
1660944408	1223643095	1660944384	0
1660944409	1223643095	1660944384	0
1660944410	1223643096	1660944384	0
1660944411	1223643097	1660944384	0
1660944412	1225809677	1660944384	0
1660944413	1225809692	1660944384	0
1660944414	1225809964	1660944384	0
1660944415	1225809964	1660944384	0
1660944416	1225809964	1660944384	0
1660944417	1225809965	1660944384	0
1660944418	1225827934	1660944384	1660947453
1660944419	1225828026	1660944384	1660947454
1660944420	1225828752	1660944384	1660947455
1660944421	1225828876	1660944384	1660947457
1660944422	1225829043	1660944384	1660947457
1660944423	1225829217	1660944384	1660947457
1660944424	1225829520	1660944384	1660947459
1660944425	1225831738	1660944384	1660947463
1660944426	1225832355	1660944384	1660947463
1660944427	1225913061	1660944384	1660947463
1660944428	1225913202	1660944384	1660947463
1660944429	1229110702	1660944384	1660947463
1660944430	1229110873	1660944384	1660947467
1660944431	1273528775	1660944384	0
1660944432	1273528776	1660944384	0
1660944433	1273528776	1660944384	0
1660944434	1273528776	1660944384	0
1660944435	1273528945	1660944384	1660947477
1660944436	1273530021	1660944384	1660947477
1660944437	1278089631	1660944384	0
1660944438	1327511121	1660944384	0
1660944439	1331157995	1660944384	1660947505
1660944440	1332787724	1660944384	1660947517
1660944441	1361036795	1660944384	0
1660944442	1361036797	1660944384	0
1660944443	1396360304	1660944384	1660947533
1660944444	1396361312	1660944384	1660947533
1660944445	1396988654	1660944384	1660947535
1660944446	1397162353	1660944384	1660947535
1660944447	1397484982	1660944384	1660947535
1660944448	1426516420	1660944384	1660947550
1660944449	1427288221	1660944384	1660947567
1660944450	1427290359	1660944384	1660947580
1660944451	1427375272	1660944384	1660947588
1660944452	1427379520	1660944384	1660947588
1660944453	1427896773	1660944384	1660947596
1660944454	1428930202	1660944384	1660947609
1660944455	1428951049	1660944384	1660947619
