1644167169	1372373143	1660944384	0
1644167171	1372373143	1660944384	0
1644167172	1372373178	1644167168	0
1644167173	1372373232	1644167168	0
1644167174	1372373232	1644167168	0
1644167175	1372373233	1644167168	0
1644167176	1372373629	1644167168	1644167466
1644167177	1372377115	1644167168	1644167519
1644167178	1372377227	1644167168	1644167519
1644167179	1372377504	1644167168	1644167528
1644167180	1372378221	1644167168	1644167528
1644167181	1372378420	1644167168	1644167528
1644167182	1372378497	1644167168	1644167528
1644167183	1372379520	1644167168	1644167528
1644167184	1372379814	1644167168	1644167528
1644167185	1372434246	1644167168	1644167610
1644167186	1372435202	1644167168	1644167610
1644167187	1372435672	1644167168	1644167658
1644167188	1372436068	1644167168	1644167658
1644167189	1372436512	1644167168	1644167662
1644167190	1372710355	1644167168	1644167716
1644167191	1372710466	1644167168	1644167729
1644167192	1372710981	1644167168	1644167750
1644167193	1372715977	1644167168	1644167798
1644167194	1372716506	1644167168	1644167798
1644167195	1372719111	1644167168	1644167799
1644167196	1372719595	1644167168	1644167799
1644167197	1372720088	1644167168	1644167800
1644167198	1372720258	1644167168	1644167800
1644167199	1372721940	1644167168	1644167800
1644167200	1372805494	1644167168	1644167954
1644167201	1372890312	1644167168	1644168004
1644167202	1385240041	1644167168	1644168093
1644167203	1385240581	1644167168	1644168102
1644167204	1385240841	1644167168	1644168114
1644167205	1385241005	1644167168	1644168118
1644167206	1385241461	1644167168	1644168118
1644167207	1385258972	1644167168	1644168240
1644167208	1385259345	1644167168	1644168240
1644167209	1385264090	1644167168	1644168602
1644167210	1385264231	1644167168	1644168602
1644167211	1385266151	1644167168	1644168607
1644167212	1385266673	1644167168	1644168607
1644167213	1385266907	1644167168	1644168607
1644167214	1385267482	1644167168	1644168607
1644167215	1385308727	1644167168	1644168732
1644167216	1385308919	1644167168	1644168732
1644167217	1385309412	1644167168	1644168732
1644167218	1385323056	1644167168	1644168735
1644167219	1385324540	1644167168	1644168754
1644167220	1385325693	1644167168	1644168754
1644167221	1385326093	1644167168	1644168754
1644167222	1385333931	1644167168	1644168952
1644167223	1385334074	1644167168	1644168953
1644167224	1385335371	1644167168	1644168977
1644167225	1385335894	1644167168	1644168977
1644167226	1385337186	1644167168	1644168977
1644167227	1385338091	1644167168	1644168977
1644167228	1385340041	1644167168	1644168980
1644167229	1385341669	1644167168	1644168980
1644167230	1385342053	1644167168	1644168980
1644167231	1385342956	1644167168	1644168980
1644167232	1385388869	1644167168	1644168996
1644167233	1385390220	1644167168	1644168996
1644167234	1385391308	1644167168	1644168996
1644167235	1385391553	1644167168	1644168998
1644167236	1385393178	1644167168	1644169010
1644167237	1385410995	1644167168	1644169039
1644167238	1385413806	1644167168	1644169050
1644167239	1385431079	1644167168	1644169301
1644167240	1385437087	1644167168	1644169318
1644167241	1385438111	1644167168	1644169324
1644167242	1385439593	1644167168	1644169332
1644167243	1385440501	1644167168	1644169334
1644167244	1385474898	1644167168	1644169334
1644167245	1385483462	1644167168	1644169411
1644167246	1385483567	1644167168	1644169415
1644167247	1385484214	1644167168	1644169415
1644167248	1385484497	1644167168	1644169416
1644167249	1385484794	1644167168	1644169416
1644167250	1385486282	1644167168	1644169418
1644167251	1385487266	1644167168	1644169418
1644167252	1385488790	1644167168	1644169420
1644167253	1385489303	1644167168	1644169420
1644167254	1385502738	1644167168	1644169445
1644167255	1385505504	1644167168	1644169452
